Title,Company,Location,Is_Remote,Rating,Salary,salary_low,salary_high,salary_avg,experience_level,tech_keywords,clean_location
Software Engineer,Vuegen4.0,"Hoffman Estates, IL",False,4.0,$149K - $152K(Employer est.),149000.0,152000.0,150500.0,Entry,Other,Hoffman Estates
Software Engineer,Q2ebanking3.7,"Austin, TX",False,3.7,$73K - $102K(Glassdoor est.),73000.0,102000.0,87500.0,Entry,Other,Austin
Software Development Engineer,GalaxE.Solutions3.5,"Berkeley Heights, NJ",False,3.5,$141K - $161K(Employer est.),141000.0,161000.0,151000.0,Entry,Other,Berkeley Heights
"Software Engineer, Ads",Apple4.1,"Cupertino, CA",False,4.1,$143K - $264K(Employer est.),143000.0,264000.0,203500.0,Entry,Other,Cupertino
C++ Software Engineer,Cognitive Capital3.6,"Chicago, IL",False,3.6,$150K - $225K(Employer est.),150000.0,225000.0,187500.0,Entry,C++,Chicago
Software Engineer,Marathon Petroleum Company LP3.9,"Findlay, OH",False,3.9,$79K - $136K(Employer est.),79000.0,136000.0,107500.0,Entry,Other,Findlay
Software Engineer,Xcellent Technology Solutions2.5,"Rolla, MO",False,2.5,$77K - $115K(Glassdoor est.),77000.0,115000.0,96000.0,Entry,Other,Rolla
Junior Embedded Software Engineer,"General Dynamics Mission Systems, Inc3.9","Dedham, MA",False,3.9,$100K - $102K(Employer est.),100000.0,102000.0,101000.0,Entry,Other,Dedham
Software Engineer,Siemens4.1,"Raleigh, NC",False,4.1,$90K - $145K(Employer est.),90000.0,145000.0,117500.0,Entry,Other,Raleigh
Software Engineer - Associate P3,Morgan Stanley3.9,"New York, NY",False,3.9,$110K - $160K(Employer est.),110000.0,160000.0,135000.0,Entry,Other,New York
Software Engineer (AI Focus),Hassle Free Home Services,"Rockville, MD",False,3.9,Not Disclosed,,,,Entry,Other,Rockville
"Software Engineer, Metrics Tooling and Automation",Zoox3.8,"Foster City, CA",False,3.8,$210K - $303K(Employer est.),210000.0,303000.0,256500.0,Entry,Other,Foster City
"Software Engineer, Global Banking & Markets, Repo Technology",Goldman Sachs3.8,"Dallas, TX",False,3.8,$128K - $189K(Glassdoor est.),128000.0,189000.0,158500.0,Entry,Other,Dallas
Delivery Excellence - Software Engineering - Associate - Summer / Fall 2025,PRICE WATERHOUSE COOPERS3.8,"New York, NY",False,3.8,$72K - $100K(Employer est.),72000.0,100000.0,86000.0,Entry,Other,New York
AI Software Engineer,University of St Thomas4.2,"Saint Paul, MN",False,4.2,$69K - $78K(Employer est.),69000.0,78000.0,73500.0,Entry,Other,Saint Paul
Software Engineer Entry Level,ELEVI Associates4.4,"Annapolis Junction, MD",False,4.4,$65K - $97K(Employer est.),65000.0,97000.0,81000.0,Entry,Other,Annapolis Junction
Frontend Engineer,RainesDev,"San Francisco, CA",False,3.9,$130K - $200K(Employer est.),130000.0,200000.0,165000.0,Entry,Frontend,San Francisco
"Frontend Engineer, Agentic Tooling",OpenAI4.5,"San Francisco, CA",False,4.5,$220K - $320K(Employer est.),220000.0,320000.0,270000.0,Entry,Frontend,San Francisco
Software Engineer,Agentio,"New York, NY",False,3.9,$130K - $175K(Employer est.),130000.0,175000.0,152500.0,Entry,Other,New York
"Backend Software Engineer, Leverage Engineering",OpenAI4.5,"San Francisco, CA",False,4.5,$325K - $405K(Employer est.),325000.0,405000.0,365000.0,Entry,Backend,San Francisco
"Software Engineer, Security Observability",OpenAI4.5,"Seattle, WA",False,4.5,$255K - $325K(Employer est.),255000.0,325000.0,290000.0,Entry,Other,Seattle
Software Engineer I - Drive Systems,Komatsu4.1,"Peoria, IL",False,4.1,$64K - $80K(Employer est.),64000.0,80000.0,72000.0,Entry,Other,Peoria
Junior Systems/ Software Engineer,"R&P Technologies, LLC3.8","Pascagoula, MS",False,3.8,$70K - $128K(Glassdoor est.),70000.0,128000.0,99000.0,Entry,Other,Pascagoula
Senior Software Engineer,PlayStation Global4.0,"Madison, WI",False,4.0,$156K - $235K(Employer est.),156000.0,235000.0,195500.0,Senior,Other,Madison
Senior Software Development Engineer,Expedia Group3.8,"Seattle, WA",False,3.8,$173K - $277K(Employer est.),173000.0,277000.0,225000.0,Senior,Other,Seattle
Software Engineer,CyberCube4.7,"New York, NY",False,4.7,$140K - $160K(Employer est.),140000.0,160000.0,150000.0,Entry,Other,New York
Software Engineer I (Entry Level),BAE Systems3.7,Patuxent River Naval Air Station,False,3.7,$64K - $108K(Employer est.),64000.0,108000.0,86000.0,Entry,Other,Patuxent River Naval Air Station
CAM Software Engineer,Mazak Optonics Corporation3.9,"Elgin, IL",False,3.9,$30.00 Per Hour(Employer est.),62400.0,62400.0,62400.0,Entry,Other,Elgin
"Backend Software Engineer, TikTok - Social User and Relation",TikTok3.2,"Los Angeles, CA",False,3.2,$119K - $238K(Employer est.),119000.0,238000.0,178500.0,Entry,Backend,Los Angeles
URBN Web Software Engineer,URBN3.7,"Philadelphia, PA",False,3.7,Not Disclosed,,,,Entry,Other,Philadelphia
Software Engineer,Hms Networks3.4,"Mobile, AL",False,3.4,$79K - $110K(Employer est.),79000.0,110000.0,94500.0,Entry,Other,Mobile
Front Office Software Engineer,TP ICAP3.5,Illinois,False,3.5,Not Disclosed,,,,Entry,Other,Illinois
Software Engineer,Point724.0,"New York, NY",False,4.0,$125K - $175K(Employer est.),125000.0,175000.0,150000.0,Entry,Other,New York
Junior Software Engineer,CSLabs,"Alexandria, VA",False,3.9,$65K - $70K(Employer est.),65000.0,70000.0,67500.0,Entry,Other,Alexandria
Web Developer/Software Engineer,Intrsync,"Airmont, NY",False,3.9,$20.00 - $55.00 Per Hour(Employer est.),41600.0,114400.0,78000.0,Entry,Other,Airmont
Software Developer,Oracle3.7,"Austin, TX",False,3.7,$79K - $125K(Glassdoor est.),79000.0,125000.0,102000.0,Not Specified,Other,Austin
1447 - Software Engineer I,Sigma Defense4.7,"Fairmont, WV",False,4.7,$70K - $90K(Employer est.),70000.0,90000.0,80000.0,Entry,Other,Fairmont
Back End Software Engineer,Medline Industries3.6,"Northfield, IL",False,3.6,$115K - $173K(Employer est.),115000.0,173000.0,144000.0,Entry,Other,Northfield
Software Engineer - Networking Software,Juniper Networks4.1,"Sunnyvale, CA",False,4.1,$194K - $279K(Employer est.),194000.0,279000.0,236500.0,Entry,Other,Sunnyvale
Software Engineer II - Latitude Application Development,Boston Scientific Corporation4.1,"Arden Hills, MN",False,4.1,$70K - $132K(Employer est.),70000.0,132000.0,101000.0,Entry,Other,Arden Hills
Software Engineer - Frontend - Splunk License Reporting,Splunk4.1,Texas,False,4.1,$117K - $201K(Employer est.),117000.0,201000.0,159000.0,Entry,Frontend,Texas
Software Engineer FrontEnd (Multiple Levels) - Slack,Salesforce4.1,"San Francisco, CA",False,4.1,$172K - $335K(Employer est.),172000.0,335000.0,253500.0,Entry,Frontend,San Francisco
"Software Engineer, Document Systems",Tesla3.5,"Fremont, CA",False,3.5,$111K - $200K(Employer est.),111000.0,200000.0,155500.0,Entry,Other,Fremont
Software Engineer Junior,Mlt Systems4.6,"Stafford, VA",False,4.6,$76K - $108K(Glassdoor est.),76000.0,108000.0,92000.0,Entry,Other,Stafford
Software Engineer - Backend,Rivian3.5,"Palo Alto, CA",False,3.5,$116K - $145K(Employer est.),116000.0,145000.0,130500.0,Entry,Backend,Palo Alto
"Software Engineer, Reliability",Point724.0,"Stamford, NY",False,4.0,$175K - $250K(Employer est.),175000.0,250000.0,212500.0,Entry,Other,Stamford
Software Engineer,Apple4.1,"Elk Grove, CA",False,4.1,$135K - $193K(Employer est.),135000.0,193000.0,164000.0,Entry,Other,Elk Grove
Backend Software Engineer,Onnee,"Lancaster, PA",False,3.9,$100K - $140K(Employer est.),100000.0,140000.0,120000.0,Entry,Backend,Lancaster
"Software Engineer, Test",Disney3.9,"Emeryville, CA",False,3.9,$131K - $170K(Employer est.),131000.0,170000.0,150500.0,Entry,Other,Emeryville
Graduate Software Engineer,"21st Century Software Technologies, Inc.4.0","Morehead City, NC",False,4.0,$79K - $106K(Glassdoor est.),79000.0,106000.0,92500.0,Entry,Other,Morehead City
"Software Engineer, Connectors",Redpanda Data3.9,Remote,True,3.9,$195K - $230K(Employer est.),195000.0,230000.0,212500.0,Entry,Other,Remote
Senior Software Engineer (ILS),Ingram Content Group3.7,"La Vergne, TN",False,3.7,$83K - $126K(Glassdoor est.),83000.0,126000.0,104500.0,Senior,Other,La Vergne
Software Engineer I,IGT3.7,"Lakeland, FL",False,3.7,$40K - $103K(Employer est.),40000.0,103000.0,71500.0,Entry,Other,Lakeland
Fullstack Web Application Software Engineer - Entry Level,CACI3.8,"Rome, NY",False,3.8,$50K - $100K(Employer est.),50000.0,100000.0,75000.0,Entry,Other,Rome
Security Software Engineer II,Microsoft4.2,"Redmond, WA",False,4.2,$98K - $209K(Employer est.),98000.0,209000.0,153500.0,Mid,Other,Redmond
"Software Engineer, Frontend",Decagon3.9,"San Francisco, CA",False,3.9,$170K - $270K(Employer est.),170000.0,270000.0,220000.0,Entry,Frontend,San Francisco
Software Engineer (New Graduate),Gallatin4.2,"El Segundo, CA",False,4.2,$100K - $162K(Glassdoor est.),100000.0,162000.0,131000.0,Entry,Other,El Segundo
"Software Engineer, Activations",Alkami3.6,Remote,True,3.6,$118K - $177K(Employer est.),118000.0,177000.0,147500.0,Entry,Other,Remote
Backend Software Engineer,"KorTerra, Inc.4.2","Chanhassen, MN",False,4.2,$100K(Employer est.),100000.0,100000.0,100000.0,Entry,Backend,Chanhassen
"Infrastructure Software Engineer, Leverage Engineering",OpenAI4.5,"San Francisco, CA",False,4.5,$325K - $405K(Employer est.),325000.0,405000.0,365000.0,Entry,Other,San Francisco
Software Engineer II,Uber3.8,"San Francisco, CA",False,3.8,$167K - $186K(Employer est.),167000.0,186000.0,176500.0,Mid,Other,San Francisco
"Backend Engineer (Java), All Levels - NYC",Medal4.3,"New York, NY",False,4.3,$120K - $250K(Employer est.),120000.0,250000.0,185000.0,Entry,"Java, Backend",New York
Software Engineer - Travel Portfolio - Costco Travel,Costco Wholesale3.9,"Seattle, WA",False,3.9,$105K - $160K(Employer est.),105000.0,160000.0,132500.0,Entry,Other,Seattle
Software Engineer - Web,Rekuten Global3.8,"San Mateo, CA",False,3.8,$79K - $134K(Employer est.),79000.0,134000.0,106500.0,Entry,Other,San Mateo
"Full Stack Engineer, Fleet Scheduling",OpenAI4.5,"San Francisco, CA",False,4.5,$325K - $490K(Employer est.),325000.0,490000.0,407500.0,Entry,Full Stack,San Francisco
Java Spring Boot Developer,R2 Technologies Corporation4.6,"Atlanta, GA",False,4.6,$70.00 - $75.00 Per Hour(Employer est.),145600.0,156000.0,150800.0,Entry,Java,Atlanta
Front-End Engineer,Extra Duty Solutions3.9,"San Antonio, TX",False,3.9,$80K(Employer est.),80000.0,80000.0,80000.0,Entry,Other,San Antonio
Amazon Robotics - Software Development Engineer Co-Op - Fall 2025,Amazon.com Services LLC3.6,"Westborough, MA",False,3.6,$47.84 - $96.15 Per Hour(Employer est.),99507.20000000001,199992.0,149749.6,Mid,Other,Westborough
"Senior Software Engineer, Inbound Team - Hybrid - Seattle",Nordstrom Inc3.6,"Seattle, WA",False,3.6,$121K - $221K(Employer est.),121000.0,221000.0,171000.0,Senior,Other,Seattle
"Frontend Software Engineer, Global E-commerce Customer Business",TikTok3.2,"Seattle, WA",False,3.2,$138K - $238K(Employer est.),138000.0,238000.0,188000.0,Entry,Frontend,Seattle
Backend Software Engineer,Lumafield4.3,"San Francisco, CA",False,4.3,$100K - $135K(Employer est.),100000.0,135000.0,117500.0,Entry,Backend,San Francisco
GPU Software Engineer,ALTEN Technology USA3.2,"Waukesha, WI",False,3.2,$150K - $200K(Employer est.),150000.0,200000.0,175000.0,Entry,Other,Waukesha
ServiceNow Software Engineer I - ITS Technology OpEx - Full Time - Days - Remote,ProMedica3.6,"Toledo, OH",False,3.6,$37K - $103K(Employer est.),37000.0,103000.0,70000.0,Entry,Other,Toledo
Software Engineer 3,The Farmer's Dog3.3,"New York, NY",False,3.3,$140K - $170K(Employer est.),140000.0,170000.0,155000.0,Senior,Other,New York
"Front-End Engineer (React+Electron), All Levels - NYC",Medal4.3,"New York, NY",False,4.3,$120K - $250K(Employer est.),120000.0,250000.0,185000.0,Entry,Other,New York
"Sr. Software Engineer I (Web, Fullstack)",NinjaTrader3.7,"Chicago, IL",False,3.7,$155K - $170K(Employer est.),155000.0,170000.0,162500.0,Entry,Other,Chicago
"Software Engineer, Healthline",RVO Health3.2,"Charlotte, NC",False,3.2,$98K - $120K(Employer est.),98000.0,120000.0,109000.0,Entry,Other,Charlotte
Senior Software Engineer I,McKinsey & Company4.1,"San Jose, CA",False,4.1,$177K - $236K(Glassdoor est.),177000.0,236000.0,206500.0,Senior,Other,San Jose
Associate Software Engineer (Student Developer),NICE4.0,"Sandy, UT",False,4.0,$72K - $102K(Glassdoor est.),72000.0,102000.0,87000.0,Entry,Other,Sandy
"Senior Software Engineer, Distributed Backend",Roku3.7,"New York, NY",False,3.7,$186K - $348K(Employer est.),186000.0,348000.0,267000.0,Senior,Backend,New York
Prompt Engineer AI,turing3.8,"New York, NY",False,3.8,$70.00 - $80.00 Per Hour(Employer est.),145600.0,166400.0,156000.0,Entry,Other,New York
Software Engineer,Albers Aersopace3.9,"McKinney, TX",False,3.9,$80K - $110K(Employer est.),80000.0,110000.0,95000.0,Entry,Other,McKinney
Software Engineer,Northwestern Mutual3.8,"Milwaukee, WI",False,3.8,$110K - $190K(Employer est.),110000.0,190000.0,150000.0,Entry,Other,Milwaukee
Software Engineer,Capgemini3.8,"Atlanta, GA",False,3.8,$86K - $127K(Employer est.),86000.0,127000.0,106500.0,Entry,Other,Atlanta
"Backend Software Engineer, Conversational AI - USDS",TikTok3.2,"Seattle, WA",False,3.2,$138K - $238K(Employer est.),138000.0,238000.0,188000.0,Entry,Backend,Seattle
"Associate Software Engineer, Backend Python",PayPal3.7,"San Jose, CA",False,3.7,Not Disclosed,,,,Entry,"Python, Backend",San Jose
Senior Software Engineer,Recruitz Agency,"New York, NY",False,3.9,$180K - $250K(Employer est.),180000.0,250000.0,215000.0,Senior,Other,New York
Software Engineer - RAG,Salesforce4.1,"Palo Alto, CA",False,4.1,$158K - $237K(Employer est.),158000.0,237000.0,197500.0,Entry,Other,Palo Alto
Windows Software Engineer,FTS (Fast Tracking Solutions)2.9,"Rochester, NY",False,2.9,$90K - $110K(Employer est.),90000.0,110000.0,100000.0,Entry,Other,Rochester
"Full Stack Engineer, Sora",OpenAI4.5,"San Francisco, CA",False,4.5,$255K - $405K(Employer est.),255000.0,405000.0,330000.0,Entry,Full Stack,San Francisco
Software Engineer,Goliath Partners4.5,"New York, NY",False,4.5,$130K - $350K(Employer est.),130000.0,350000.0,240000.0,Entry,Other,New York
"Software Engineer, C++, 2+ Years Of Experience",Snapchat3.6,"Los Angeles, CA",False,3.6,$133K - $235K(Employer est.),133000.0,235000.0,184000.0,Mid,C++,Los Angeles
Software Development Engineer - Applications,Apple4.1,"Cupertino, CA",False,4.1,$176K - $264K(Employer est.),176000.0,264000.0,220000.0,Entry,Other,Cupertino
"Software Engineer, Backend Java",PayPal3.7,"San Jose, CA",False,3.7,Not Disclosed,,,,Entry,"Java, Backend",San Jose
Junior Software Engineer,CenterEdge Software4.1,United States,False,4.1,Not Disclosed,,,,Entry,Other,Remote
Software Engineer,Safran3.9,"Rochester, NY",False,3.9,$61K - $95K(Employer est.),61000.0,95000.0,78000.0,Entry,Other,Rochester
Software Engineer (Communications & Login),Cedar Inc4.4,"New York, NY",False,4.4,$145K - $162K(Employer est.),145000.0,162000.0,153500.0,Entry,Other,New York
"Observability Software Engineer, AI Infrastructure",Tesla3.5,"Fremont, CA",False,3.5,$133K - $293K(Employer est.),133000.0,293000.0,213000.0,Entry,Other,Fremont
Software Engineer,KLA4.0,"Milpitas, CA",False,4.0,$130K - $222K(Employer est.),130000.0,222000.0,176000.0,Entry,Other,Milpitas
"Senior Software Engineer, Backend Python",PayPal3.7,"San Jose, CA",False,3.7,$185K - $230K(Glassdoor est.),185000.0,230000.0,207500.0,Senior,"Python, Backend",San Jose
"Software Engineer, Dev Productivity",OpenAI4.5,"San Francisco, CA",False,4.5,$210K - $490K(Employer est.),210000.0,490000.0,350000.0,Entry,Other,San Francisco
Software Engineer (Backend/Fullstack) - Trust and Safety,TikTok3.2,"Seattle, WA",False,3.2,$138K - $238K(Employer est.),138000.0,238000.0,188000.0,Entry,Backend,Seattle
Software Engineer,Siemens4.1,"Sacramento, CA",False,4.1,$121K - $162K(Employer est.),121000.0,162000.0,141500.0,Entry,Other,Sacramento
Open Source Research Software Engineer,The University of Chicago4.1,"Chicago, IL",False,4.1,$102K - $129K(Employer est.),102000.0,129000.0,115500.0,Entry,Other,Chicago
XR / Spatial Computing Software Engineer,Pacific Impact Zone Solutions,"Honolulu, HI",False,3.9,$90K - $130K(Employer est.),90000.0,130000.0,110000.0,Entry,Other,Honolulu
Software Development Engineer – Operations Engineering,Workday3.9,"Beaverton, OR",False,3.9,$122K - $217K(Employer est.),122000.0,217000.0,169500.0,Entry,Other,Beaverton
Software Engineer,Savana Inc3.1,"Malvern, PA",False,3.1,$100K - $130K(Employer est.),100000.0,130000.0,115000.0,Entry,Other,Malvern
Software Engineer,Superior Grocers3.2,"Santa Fe Springs, CA",False,3.2,$120K - $130K(Employer est.),120000.0,130000.0,125000.0,Entry,Other,Santa Fe Springs
Software Engineer (BMS),T.M. Bier & Associates4.2,"New York, NY",False,4.2,$65K - $95K(Employer est.),65000.0,95000.0,80000.0,Entry,Other,New York
Finance Technology Software Engineer,Reyes Coca-Cola Bottling3.0,"Niles, IL",False,3.0,$89K - $111K(Employer est.),89000.0,111000.0,100000.0,Entry,Other,Niles
Entry - Design & Product Engineer (Software),Matthews International Corporation3.1,"Cranberry Twp, PA",False,3.1,Not Disclosed,,,,Entry,Other,Cranberry Twp
Backend Software Engineer - Trust and Safety - Seattle,TikTok3.2,"Seattle, WA",False,3.2,$138K - $238K(Employer est.),138000.0,238000.0,188000.0,Entry,Backend,Seattle
Senior Software Systems Engineer,BAE Systems3.7,"Sterling, VA",False,3.7,$130K - $222K(Employer est.),130000.0,222000.0,176000.0,Senior,Other,Sterling
Backend Software Engineer,Angle Health3.9,"New York, NY",False,3.9,$100K - $240K(Employer est.),100000.0,240000.0,170000.0,Entry,Backend,New York
Fullstack Software Engineer,Angle Health3.9,"New York, NY",False,3.9,$100K - $240K(Employer est.),100000.0,240000.0,170000.0,Entry,Other,New York
Robotics Software Engineer,Jenn Nguyen and Friends,"South San Francisco, CA",False,3.9,$200K - $250K(Employer est.),200000.0,250000.0,225000.0,Entry,Other,South San Francisco
Robotics Software Engineer,Honda Research Institute USA3.7,"San Jose, CA",False,3.7,$108K - $159K(Glassdoor est.),108000.0,159000.0,133500.0,Entry,Other,San Jose
Senior Backend Engineer - NYC,Rad Hires,"Manhasset, NY",False,3.9,$175K - $200K(Employer est.),175000.0,200000.0,187500.0,Senior,Backend,Manhasset
Software Engineer,"CGI Group, Inc.3.8","Nashville, TN",False,3.8,$78K - $154K(Employer est.),78000.0,154000.0,116000.0,Entry,Other,Nashville
Web UI Software Engineer I,Idex Corporation4.0,"Longwood, FL",False,4.0,Not Disclosed,,,,Entry,Other,Longwood
"Full-Stack Java Engineer, Associate",BlackRock Investments3.9,"San Francisco, CA",False,3.9,$133K - $162K(Employer est.),133000.0,162000.0,147500.0,Entry,Java,San Francisco
"iOS Engineer, All Levels - NYC",Medal4.3,"New York, NY",False,4.3,$120K - $220K(Employer est.),120000.0,220000.0,170000.0,Entry,Other,New York
Software Engineer,amdocs3.8,"Atlanta, GA",False,3.8,Not Disclosed,,,,Entry,Other,Atlanta
"Front End Software Engineer, Leverage Engineering",OpenAI4.5,"San Francisco, CA",False,4.5,$255K - $405K(Employer est.),255000.0,405000.0,330000.0,Entry,Frontend,San Francisco
Software Engineer I - Req#1113,COCC3.8,"Southington, CT",False,3.8,$75K - $85K(Employer est.),75000.0,85000.0,80000.0,Entry,Other,Southington
Software Engineer I,Honeywell4.1,"Mason, OH",False,4.1,Not Disclosed,,,,Entry,Other,Mason
"Software Engineer (Economics, Finance)",INCA Engineering,"Arlington, VA",False,3.9,Not Disclosed,,,,Entry,Other,Arlington
"Senior Software Engineer, Lab Tools",GeneDx3.1,Remote,True,3.1,$153K - $191K(Employer est.),153000.0,191000.0,172000.0,Senior,Other,Remote
Sr. Software Engineer,Visa3.8,"Atlanta, TX",False,3.8,$100K - $155K(Employer est.),100000.0,155000.0,127500.0,Senior,Other,Atlanta
JAVA Software Engineer,BAE Systems3.7,"Alexandria, VA",False,3.7,$147K - $249K(Employer est.),147000.0,249000.0,198000.0,Entry,Java,Alexandria
Software Engineer - SnowTrail,Snowflake3.9,"Bellevue, WA",False,3.9,$157K - $230K(Employer est.),157000.0,230000.0,193500.0,Entry,Other,Bellevue
iOS Software Engineer,Examinetics Inc3.5,"Overland Park, KS",False,3.5,$80K - $110K(Employer est.),80000.0,110000.0,95000.0,Entry,Other,Overland Park
Software Engineer,"LLFlex, LLC2.7","Louisville, KY",False,2.7,$85K - $110K(Employer est.),85000.0,110000.0,97500.0,Entry,Other,Louisville
"Software Engineer, Defensive Security Agent Engineering",OpenAI4.5,"San Francisco, CA",False,4.5,$255K - $325K(Employer est.),255000.0,325000.0,290000.0,Entry,Other,San Francisco
(General Hire) Software Engineer Graduate (Advertisement Team) - 2025 Start (BS/MS),TikTok3.2,"San Jose, CA",False,3.2,$114K - $250K(Employer est.),114000.0,250000.0,182000.0,Mid,Other,San Jose
Senior Software Engineer,General Motors3.6,"Warren, MI",False,3.6,$158K - $242K(Employer est.),158000.0,242000.0,200000.0,Senior,Other,Warren
Sr Software Engineer,PlayStation Global4.0,"San Mateo, CA",False,4.0,$188K - $282K(Employer est.),188000.0,282000.0,235000.0,Entry,Other,San Mateo
IT Software Engineer,City of Austin4.0,"Austin, TX",False,4.0,$33.49 - $42.71 Per Hour(Employer est.),69659.2,88836.8,79248.0,Entry,Other,Austin
Full-Stack Engineer,RIOS Intelligent Machines Inc.4.4,"Menlo Park, CA",False,4.4,$130K - $250K(Employer est.),130000.0,250000.0,190000.0,Entry,Other,Menlo Park
"Software Engineer – Observability, Co-op",Ancestry3.6,"Lehi, UT",False,3.6,Not Disclosed,,,,Entry,Other,Lehi
Senior Software Engineer (Front-End),VendTech International3.2,"Savannah, GA",False,3.2,$130K - $150K(Employer est.),130000.0,150000.0,140000.0,Senior,Other,Savannah
Temporary Software Engineer,GCX Healthcare Solutions3.6,"Franklin, MA",False,3.6,$90K - $110K(Employer est.),90000.0,110000.0,100000.0,Entry,Other,Franklin
Software Engineer,"Consolidated Consulting, Inc","Norfolk, NE",False,3.9,$50K - $70K(Employer est.),50000.0,70000.0,60000.0,Entry,Other,Norfolk
Junior Backend Developer,Pixydocs,"Lehi, UT",False,3.9,$60K - $70K(Employer est.),60000.0,70000.0,65000.0,Entry,Backend,Lehi
Software Engineer I,Cybernet Systems Corporation3.2,"Ann Arbor, MI",False,3.2,Not Disclosed,,,,Entry,Other,Ann Arbor
Software Engineer,The University of Chicago4.1,"Chicago, IL",False,4.1,$60K - $90K(Employer est.),60000.0,90000.0,75000.0,Entry,Other,Chicago
Software Engineer - Identity,Disney Entertainment3.9,"New York, NY",False,3.9,$115K - $169K(Employer est.),115000.0,169000.0,142000.0,Entry,Other,New York
Custom Application Development Summer/Fall Co-Op,Skyworks3.6,"Irvine, CA",False,3.6,$22.50 - $42.00 Per Hour(Employer est.),46800.0,87360.0,67080.0,Entry,Other,Irvine
Software Engineer,CAE Solutions Corporation4.0,"Burlington, MA",False,4.0,$110K - $150K(Glassdoor est.),110000.0,150000.0,130000.0,Entry,Other,Burlington
Front End Engineering Apprentice,TTM Technologies3.2,"Santa Ana, CA",False,3.2,$46K - $73K(Employer est.),46000.0,73000.0,59500.0,Entry,Frontend,Santa Ana
Software Engineer II (Backend),Visa3.8,"Bellevue, WA",False,3.8,$125K - $181K(Employer est.),125000.0,181000.0,153000.0,Entry,Backend,Bellevue
Software Engineer,Pryon3.0,Remote,True,3.0,$140K - $170K(Employer est.),140000.0,170000.0,155000.0,Entry,Other,Remote
Software Engineer,Sentinel Devices,"Atlanta, GA",False,3.9,Not Disclosed,,,,Entry,Other,Atlanta
Software Engineer,VENTURE DATA,"Orem, UT",False,3.9,$75K - $140K(Employer est.),75000.0,140000.0,107500.0,Entry,Other,Orem
"Associate, Full Stack Engineer",BlackRock Investments3.9,"Atlanta, GA",False,3.9,$81K - $124K(Glassdoor est.),81000.0,124000.0,102500.0,Entry,Full Stack,Atlanta
Software Development Engineer,Thomson Reuters4.1,"Ann Arbor, MI",False,4.1,$88K - $164K(Employer est.),88000.0,164000.0,126000.0,Entry,Other,Ann Arbor
Software Engineer,Metrea Management LLC3.4,"Victor, NY",False,3.4,$75K - $90K(Employer est.),75000.0,90000.0,82500.0,Entry,Other,Victor
Software Systems Engineer I,KNAPP3.2,"Kennesaw, GA",False,3.2,Not Disclosed,,,,Entry,Other,Kennesaw
Frontend Software Engineer - Streamlit Open Source,Snowflake3.9,"Bellevue, WA",False,3.9,$157K - $230K(Employer est.),157000.0,230000.0,193500.0,Entry,Frontend,Bellevue
AI Software Development Engineer,INTEL3.9,Arizona,False,3.9,$189K - $266K(Employer est.),189000.0,266000.0,227500.0,Entry,Other,Arizona
"Software Engineer(Backend), Multimedia Arch Media Platform, Media Tooling - San Jose",TikTok3.2,"San Jose, CA",False,3.2,$145K - $250K(Employer est.),145000.0,250000.0,197500.0,Entry,Backend,San Jose
SOFTWARE ENGINEER,University of Washington4.2,"Seattle, WA",False,4.2,$8K - $14K(Employer est.),8000.0,14000.0,11000.0,Entry,Other,Seattle
Java Microservices Engineer with API,R2 Technologies Corporation4.6,"San Francisco, CA",False,4.6,$80.00 - $95.00 Per Hour(Employer est.),166400.0,197600.0,182000.0,Entry,Java,San Francisco
Infrastructure Software Engineer,Dropbox4.0,Remote,True,4.0,$131K - $267K(Employer est.),131000.0,267000.0,199000.0,Entry,Other,Remote
Frontend Software Engineer II,TickPick4.2,"New York, NY",False,4.2,$110K - $130K(Employer est.),110000.0,130000.0,120000.0,Mid,Frontend,New York
Front-End Software Engineer,Audicus3.9,"New York, NY",False,3.9,$110K - $125K(Employer est.),110000.0,125000.0,117500.0,Entry,Other,New York
Software Technician (Entry-level),Lockheed Martin4.1,"King of Prussia, PA",False,4.1,Not Disclosed,,,,Entry,Other,King of Prussia
Software Development Engineer,Nexio4.0,"Orem, UT",False,4.0,$90K - $120K(Employer est.),90000.0,120000.0,105000.0,Entry,Other,Orem
Software Engineer III,TruMinds Technology Inc3.3,Remote,True,3.3,$80.00 - $83.00 Per Hour(Employer est.),166400.0,172640.0,169520.0,Senior,Other,Remote
Software Engineer- Level 1,M & M Technical Services4.8,"Woodbridge, VA",False,4.8,$80K - $119K(Glassdoor est.),80000.0,119000.0,99500.0,Entry,Other,Woodbridge
Audio Software Engineer,Valve Software4.6,"Bellevue, WA",False,4.6,$126K - $199K(Glassdoor est.),126000.0,199000.0,162500.0,Entry,Other,Bellevue
Software Developer 3,ImageTrend3.6,"Eagan, MN",False,3.6,$85K - $110K(Employer est.),85000.0,110000.0,97500.0,Senior,Other,Eagan
"Software Engineer, Growth",Suno4.4,"Boston, MA",False,4.4,$170K - $240K(Employer est.),170000.0,240000.0,205000.0,Entry,Other,Boston
SOFTWARE DEVELOPER I,Distribution Management1.8,United States,False,1.8,Not Disclosed,,,,Entry,Other,Remote
Software Engineer III,NCR3.4,"Atlanta, GA",False,3.4,$100K - $127K(Glassdoor est.),100000.0,127000.0,113500.0,Senior,Other,Atlanta
